address,zipcode,type,status,other_status,price,zestimate,festimate,rent_zestimate,beds,baths,area,year,price_reduction,price_increase,days_on_zillow,extra_info,extra_info_type,zpid,id,link
"11434 Yolanda Ave, Porter Ranch, CA 91326",91326,SINGLE_FAMILY,FOR_SALE,House for sale,925000.0,892400,,3499,4,3.0,1612,,,,-1,18 hours ago,TIME_ON_INFO,20234653,20234653,https://www.zillow.com/homedetails/11434-Yolanda-Ave-Porter-Ranch-CA-91326/20234653_zpid/
"5101 Whitsett Ave UNIT 106, Valley Village, CA 91607",91607,TOWNHOUSE,FOR_SALE,Townhouse for sale,925000.0,901900,,4020,3,3.0,1839,,,,-1,22 hours ago,TIME_ON_INFO,82235512,82235512,https://www.zillow.com/homedetails/5101-Whitsett-Ave-UNIT-106-Valley-Village-CA-91607/82235512_zpid/
"19533 Victory Blvd, Reseda, CA 91335",91335,SINGLE_FAMILY,FOR_SALE,House for sale,675000.0,745900,,3800,4,2.0,1679,,,,-1,22 hours ago,TIME_ON_INFO,19924639,19924639,https://www.zillow.com/homedetails/19533-Victory-Blvd-Reseda-CA-91335/19924639_zpid/
"17441 Hamlin St, Van Nuys, CA 91406",91406,SINGLE_FAMILY,FOR_SALE,House for sale,899000.0,709900,,3200,3,2.0,1569,,,,-1,22 hours ago,TIME_ON_INFO,19965985,19965985,https://www.zillow.com/homedetails/17441-Hamlin-St-Van-Nuys-CA-91406/19965985_zpid/
"Plan 2542 Plan, Westport at Ponte Vista",90732,SINGLE_FAMILY,FOR_SALE,New construction,1319990.0,,,,5,3.0,2542,,,10000,-1,22 hours ago,TIME_ON_INFO,2067092645,2067092645,https://www.zillow.com/community/westport-at-ponte-vista/2067092645_zpid/
"9931 Garden Grove Ave, Northridge, CA 91325",91325,SINGLE_FAMILY,FOR_SALE,House for sale,1149990.0,970800,,4500,4,3.0,2310,,,,-1,Open: Sun. 1-4pm,OPEN_HOUSE,20167989,20167989,https://www.zillow.com/homedetails/9931-Garden-Grove-Ave-Northridge-CA-91325/20167989_zpid/
"13785 Sproule Ave, Sylmar, CA 91342",91342,SINGLE_FAMILY,FOR_SALE,House for sale,685000.0,641700,,3085,3,2.0,1196,,,,-1,1 day on Zillow,DAYS_ON,20067796,20067796,https://www.zillow.com/homedetails/13785-Sproule-Ave-Sylmar-CA-91342/20067796_zpid/
"1200 Stonewood Ct, San Pedro, CA 90732",90732,TOWNHOUSE,FOR_SALE,Townhouse for sale,679000.0,653200,,3397,2,3.0,1572,,,,-1,Open: Sun. 1-4pm,OPEN_HOUSE,21302845,21302845,https://www.zillow.com/homedetails/1200-Stonewood-Ct-San-Pedro-CA-90732/21302845_zpid/
"1505 W 70th St, Los Angeles, CA 90047",90047,SINGLE_FAMILY,FOR_SALE,House for sale,650000.0,614900,,3028,4,2.0,1174,,,,-1,1 day on Zillow,DAYS_ON,20936032,20936032,https://www.zillow.com/homedetails/1505-W-70th-St-Los-Angeles-CA-90047/20936032_zpid/
"Plan 2443 Plan, Westport at Ponte Vista",90732,SINGLE_FAMILY,FOR_SALE,New construction,1299990.0,,,,5,3.0,2443,,,10000,-1,1 day on Zillow,DAYS_ON,2067092642,2067092642,https://www.zillow.com/community/westport-at-ponte-vista/2067092642_zpid/
"2495 Butler Ave, Los Angeles, CA 90064",90064,SINGLE_FAMILY,FOR_SALE,Coming soon,1476000.0,1333100,,4500,3,2.0,1241,,,,-1,Open: 1/15 1-4pm,OPEN_HOUSE,20464943,20464943,https://www.zillow.com/homedetails/2495-Butler-Ave-Los-Angeles-CA-90064/20464943_zpid/
"2171 Vallecito Dr, San Pedro, CA 90732",90732,SINGLE_FAMILY,FOR_SALE,Coming soon,1499000.0,1334300,,4673,4,3.0,2824,,,,-1,2 days on Zillow,DAYS_ON,21353415,21353415,https://www.zillow.com/homedetails/2171-Vallecito-Dr-San-Pedro-CA-90732/21353415_zpid/
"8369 Sunnybrae Ave, Winnetka, CA 91306",91306,SINGLE_FAMILY,FOR_SALE,House for sale,749000.0,784667,,3599,4,2.0,1479,,,,-1,2 days on Zillow,DAYS_ON,20180475,20180475,https://www.zillow.com/homedetails/8369-Sunnybrae-Ave-Winnetka-CA-91306/20180475_zpid/
"3737 Lowell Ave, Los Angeles, CA 90032",90032,SINGLE_FAMILY,FOR_SALE,House for sale,1190000.0,1136600,,3227,3,2.0,1586,,,,-1,2 days on Zillow,DAYS_ON,20642942,20642942,https://www.zillow.com/homedetails/3737-Lowell-Ave-Los-Angeles-CA-90032/20642942_zpid/
"8621 Forsythe St, Sunland, CA 91040",91040,SINGLE_FAMILY,FOR_SALE,House for sale,649000.0,599800,,2995,3,2.0,1124,,,,-1,2 days on Zillow,DAYS_ON,20093146,20093146,https://www.zillow.com/homedetails/8621-Forsythe-St-Sunland-CA-91040/20093146_zpid/
"23501 Berdon St, Woodland Hills, CA 91367",91367,SINGLE_FAMILY,FOR_SALE,House for sale,1499000.0,1554518,,6658,4,3.0,2814,,,,-1,2 days on Zillow,DAYS_ON,19879733,19879733,https://www.zillow.com/homedetails/23501-Berdon-St-Woodland-Hills-CA-91367/19879733_zpid/
"20518 Michale St, Winnetka, CA 91306",91306,SINGLE_FAMILY,FOR_SALE,House for sale,799000.0,841615,,3994,4,2.0,1971,,,329001,-1,2 days on Zillow,DAYS_ON,20180325,20180325,https://www.zillow.com/homedetails/20518-Michale-St-Winnetka-CA-91306/20180325_zpid/
"5007 Monte Vista St, Los Angeles, CA 90042",90042,SINGLE_FAMILY,FOR_SALE,Coming soon,989900.0,1165000,,4468,3,2.0,1474,,,,-1,2 days on Zillow,DAYS_ON,20762592,20762592,https://www.zillow.com/homedetails/5007-Monte-Vista-St-Los-Angeles-CA-90042/20762592_zpid/
"11952 Culver Dr, Los Angeles, CA 90230",90230,SINGLE_FAMILY,FOR_SALE,Coming soon,1050000.0,1135100,,4599,3,2.0,1145,,,575000,-1,3D Tour,3D_HOME,20439750,20439750,https://www.zillow.com/homedetails/11952-Culver-Dr-Los-Angeles-CA-90230/20439750_zpid/
"5760 Chicopee Ave, Encino, CA 91316",91316,SINGLE_FAMILY,FOR_SALE,Coming soon,995000.0,1050700,,3994,3,2.0,1552,,,,-1,Open: 1/8 1-4pm,OPEN_HOUSE,19977433,19977433,https://www.zillow.com/homedetails/5760-Chicopee-Ave-Encino-CA-91316/19977433_zpid/
"7100 Balboa Blvd UNIT 204, Van Nuys, CA 91406",91406,TOWNHOUSE,FOR_SALE,Townhouse for sale,620000.0,654065,,3147,2,3.0,1580,,,,-1,Open: Sun. 12-3pm,OPEN_HOUSE,19963516,19963516,https://www.zillow.com/homedetails/7100-Balboa-Blvd-UNIT-204-Van-Nuys-CA-91406/19963516_zpid/
"23038 Cohasset St, West Hills, CA 91307",91307,SINGLE_FAMILY,FOR_SALE,House for sale,880000.0,922460,,3650,3,2.0,1573,,,,-1,3 days on Zillow,DAYS_ON,19865996,19865996,https://www.zillow.com/homedetails/23038-Cohasset-St-West-Hills-CA-91307/19865996_zpid/
"15851 Ludlow St, Granada Hills, CA 91344",91344,SINGLE_FAMILY,FOR_SALE,Coming soon,830000.0,773700,,3888,3,2.0,1862,,,,-1,3 days on Zillow,DAYS_ON,20140710,20140710,https://www.zillow.com/homedetails/15851-Ludlow-St-Granada-Hills-CA-91344/20140710_zpid/
"Estate Two Plan, Santa Susana Estates",91311,SINGLE_FAMILY,FOR_SALE,New construction,1999990.0,,,3650,4,4.0,4639,,,255000,-1,3 days on Zillow,DAYS_ON,2068373104,2068373104,https://www.zillow.com/community/santa-susana-estates/2068373104_zpid/
"3640 Berry Dr, Studio City, CA 91604",91604,SINGLE_FAMILY,FOR_SALE,House for sale,1850000.0,1850011,,6936,3,3.0,1938,,,,-1,3 days on Zillow,DAYS_ON,20030643,20030643,https://www.zillow.com/homedetails/3640-Berry-Dr-Studio-City-CA-91604/20030643_zpid/
"17961 Vanowen St, Reseda, CA 91335",91335,SINGLE_FAMILY,FOR_SALE,House for sale,1250000.0,991300,,3719,6,4.0,2554,,,,-1,3 days on Zillow,DAYS_ON,19917378,19917378,https://www.zillow.com/homedetails/17961-Vanowen-St-Reseda-CA-91335/19917378_zpid/
"14938 Chatsworth St, Mission Hills, CA 91345",91345,SINGLE_FAMILY,FOR_SALE,House for sale,780000.0,709600,,3270,3,2.0,1392,,,,-1,3 days on Zillow,DAYS_ON,20131279,20131279,https://www.zillow.com/homedetails/14938-Chatsworth-St-Mission-Hills-CA-91345/20131279_zpid/
"1118 W 51st St, Los Angeles, CA 90037",90037,SINGLE_FAMILY,FOR_SALE,House for sale,699000.0,576800,,2493,4,2.0,1160,,,,-1,Open: Sun. 10am-5pm,OPEN_HOUSE,20571071,20571071,https://www.zillow.com/homedetails/1118-W-51st-St-Los-Angeles-CA-90037/20571071_zpid/
"1659 Enterprise Dr, San Pedro, CA 90732",90732,SINGLE_FAMILY,FOR_SALE,New construction,979990.0,,,,3,3.0,1688,,,,-1,3 days on Zillow,DAYS_ON,2067033562,2067033562,https://www.zillow.com/homedetails/1659-Enterprise-Dr-San-Pedro-CA-90732/2067033562_zpid/
"1622 7th Ave, Los Angeles, CA 90019",90019,SINGLE_FAMILY,FOR_SALE,House for sale,950000.0,936500,,3823,4,2.0,1251,,,,-1,Open: Fri. 11am-3:30pm,OPEN_HOUSE,20602325,20602325,https://www.zillow.com/homedetails/1622-7th-Ave-Los-Angeles-CA-90019/20602325_zpid/
"1668 Enterprise Dr, San Pedro, CA 90732",90732,SINGLE_FAMILY,FOR_SALE,New construction,1042490.0,,,,4,4.0,1870,,,,-1,Open: Mon-Sun:Appointme...,OPEN_HOUSE,2067033561,2067033561,https://www.zillow.com/homedetails/1668-Enterprise-Dr-San-Pedro-CA-90732/2067033561_zpid/
"7036 Ranchito Ave, Van Nuys, CA 91405",91405,SINGLE_FAMILY,FOR_SALE,House for sale,960000.0,756600,,3905,3,2.0,1675,,,,-1,3 days on Zillow,DAYS_ON,19958918,19958918,https://www.zillow.com/homedetails/7036-Ranchito-Ave-Van-Nuys-CA-91405/19958918_zpid/
"18330 Hanan Ct, Tarzana, CA 91356",91356,SINGLE_FAMILY,FOR_SALE,House for sale,1999900.0,1648200,,8369,5,5.0,3569,,,,-1,3D Tour,3D_HOME,19937855,19937855,https://www.zillow.com/homedetails/18330-Hanan-Ct-Tarzana-CA-91356/19937855_zpid/
"10930 McLennan Ave, Granada Hills, CA 91344",91344,SINGLE_FAMILY,FOR_SALE,House for sale,919900.0,815700,,3068,3,2.0,1130,,,,-1,3 days on Zillow,DAYS_ON,20147721,20147721,https://www.zillow.com/homedetails/10930-McLennan-Ave-Granada-Hills-CA-91344/20147721_zpid/
"6928 Crebs Ave, Reseda, CA 91335",91335,SINGLE_FAMILY,FOR_SALE,House for sale,885000.0,896500,,4500,6,3.0,2424,,,,-1,3 days on Zillow,DAYS_ON,19919894,19919894,https://www.zillow.com/homedetails/6928-Crebs-Ave-Reseda-CA-91335/19919894_zpid/
"1534 W Weymouth Pl, San Pedro, CA 90732",90732,SINGLE_FAMILY,FOR_SALE,House for sale,1200000.0,1232900,,4042,4,3.0,2065,,,,-1,Open: Sun. 1am-4pm,OPEN_HOUSE,21351603,21351603,https://www.zillow.com/homedetails/1534-W-Weymouth-Pl-San-Pedro-CA-90732/21351603_zpid/
"7840 Woodlake Ave, Canoga Park, CA 91304",91304,SINGLE_FAMILY,FOR_SALE,House for sale,924900.0,842800,,3463,4,3.0,1627,,,,-1,Open: Sun. 12-3pm,OPEN_HOUSE,51579399,51579399,https://www.zillow.com/homedetails/7840-Woodlake-Ave-Canoga-Park-CA-91304/51579399_zpid/
"13177 Ingres Ave, Granada Hills, CA 91344",91344,SINGLE_FAMILY,FOR_SALE,House for sale,999000.0,999300,,5381,5,3.0,2947,,,,-1,Open: Sun. 1-4pm,OPEN_HOUSE,20104821,20104821,https://www.zillow.com/homedetails/13177-Ingres-Ave-Granada-Hills-CA-91344/20104821_zpid/
"Plan 2287 Plan, Westport at Ponte Vista",90732,SINGLE_FAMILY,FOR_SALE,New construction,1269990.0,,,,4,3.0,2287,,,10000,-1,3 days on Zillow,DAYS_ON,2067092643,2067092643,https://www.zillow.com/community/westport-at-ponte-vista/2067092643_zpid/
"3038 Potomac Ave, Los Angeles, CA 90016",90016,SINGLE_FAMILY,FOR_SALE,House for sale,1395000.0,1152800,,3969,3,2.0,1581,,,,-1,Open: Sun. 1-3pm,OPEN_HOUSE,20594277,20594277,https://www.zillow.com/homedetails/3038-Potomac-Ave-Los-Angeles-CA-90016/20594277_zpid/
"3627 Loosmore St, Los Angeles, CA 90065",90065,SINGLE_FAMILY,FOR_SALE,Coming soon,1300000.0,1088400,,4285,3,2.0,1664,,,,-1,4 days on Zillow,DAYS_ON,20756616,20756616,https://www.zillow.com/homedetails/3627-Loosmore-St-Los-Angeles-CA-90065/20756616_zpid/
"2139 W 76th St, Los Angeles, CA 90047",90047,SINGLE_FAMILY,FOR_SALE,Coming soon,899000.0,748500,,2799,2,2.0,1218,,,,-1,4 days on Zillow,DAYS_ON,20937364,20937364,https://www.zillow.com/homedetails/2139-W-76th-St-Los-Angeles-CA-90047/20937364_zpid/
"7519 Topeka Dr, Reseda, CA 91335",91335,SINGLE_FAMILY,FOR_SALE,House for sale,790000.0,847369,,3499,3,2.0,1314,,,,-1,4 days on Zillow,DAYS_ON,19905205,19905205,https://www.zillow.com/homedetails/7519-Topeka-Dr-Reseda-CA-91335/19905205_zpid/
"Palma Plan, Hillcrest at Porter Ranch - Overlook Collection",91326,SINGLE_FAMILY,FOR_SALE,New construction,1708362.0,,,4288,5,6.0,3703,,,16000,-1,Open: M: 10:00 AM-5:00 ...,OPEN_HOUSE,2068438106,2068438106,https://www.zillow.com/community/hillcrest-at-porter-ranch-overlook-collection/2068438106_zpid/
"11427 Arminta St, North Hollywood, CA 91605",91605,SINGLE_FAMILY,FOR_SALE,Coming soon,950000.0,784200,,3543,4,2.0,1447,,,,-1,4 days on Zillow,DAYS_ON,20000425,20000425,https://www.zillow.com/homedetails/11427-Arminta-St-North-Hollywood-CA-91605/20000425_zpid/
"Floor Plan 09, Tower II Plan, Metropolis Los Angeles",90017,SINGLE_FAMILY,FOR_SALE,New construction,1520000.0,,,4439,2,3.0,1431,,,,-1,3D Tour,3D_HOME,2067937196,2067937196,https://www.zillow.com/community/metropolis-los-angeles/2067937196_zpid/
"752 W 23rd St, San Pedro, CA 90731",90731,SINGLE_FAMILY,FOR_SALE,Coming soon,1000000.0,934500,,3755,3,2.0,2458,,,,-1,4 days on Zillow,DAYS_ON,21312343,21312343,https://www.zillow.com/homedetails/752-W-23rd-St-San-Pedro-CA-90731/21312343_zpid/
"11112 Cabriole Ave, Porter Ranch, CA 91326",91326,SINGLE_FAMILY,FOR_SALE,House for sale,1105000.0,1160647,,4250,3,3.0,2029,,,,-1,4 days on Zillow,DAYS_ON,20161087,20161087,https://www.zillow.com/homedetails/11112-Cabriole-Ave-Porter-Ranch-CA-91326/20161087_zpid/
"1420 W 90th St, Los Angeles, CA 90047",90047,SINGLE_FAMILY,FOR_SALE,House for sale,675000.0,769900,,3416,4,2.0,1897,,,,-1,4 days on Zillow,DAYS_ON,20950487,20950487,https://www.zillow.com/homedetails/1420-W-90th-St-Los-Angeles-CA-90047/20950487_zpid/
"17300 Signature Dr, Granada Hills, CA 91344",91344,SINGLE_FAMILY,FOR_SALE,House for sale,1599950.0,1524700,,5810,4,4.0,3413,,,,-1,Open: Sun. 12-3pm,OPEN_HOUSE,20107824,20107824,https://www.zillow.com/homedetails/17300-Signature-Dr-Granada-Hills-CA-91344/20107824_zpid/
"23021 Bretton Pl, Woodland Hills, CA 91364",91364,SINGLE_FAMILY,FOR_SALE,Foreclosure,1199999.0,1311900,,4995,3,2.0,2084,,,,-1,4 days on Zillow,DAYS_ON,19900535,19900535,https://www.zillow.com/homedetails/23021-Bretton-Pl-Woodland-Hills-CA-91364/19900535_zpid/
"14407 Valerio St, Van Nuys, CA 91405",91405,SINGLE_FAMILY,FOR_SALE,House for sale,1999999.0,1178300,,3868,3,2.0,1754,,,,-1,4 days on Zillow,DAYS_ON,19958111,19958111,https://www.zillow.com/homedetails/14407-Valerio-St-Van-Nuys-CA-91405/19958111_zpid/
"1844 Midvale Ave APT 10, Los Angeles, CA 90025",90025,TOWNHOUSE,FOR_SALE,Townhouse for sale,998000.0,993700,,4023,2,3.0,1311,,,,-1,Open: Sun. 1-4pm,OPEN_HOUSE,20502432,20502432,https://www.zillow.com/homedetails/1844-Midvale-Ave-APT-10-Los-Angeles-CA-90025/20502432_zpid/
"15424 Marilla St, North Hills, CA 91343",91343,SINGLE_FAMILY,FOR_SALE,House for sale,829000.0,801900,,3656,4,3.0,1845,,,,-1,4 days on Zillow,DAYS_ON,20136301,20136301,https://www.zillow.com/homedetails/15424-Marilla-St-North-Hills-CA-91343/20136301_zpid/
"4625 W 64th St, Los Angeles, CA 90043",90043,SINGLE_FAMILY,FOR_SALE,House for sale,1099000.0,964000,,3999,3,2.0,1711,,,,-1,4 days on Zillow,DAYS_ON,20324317,20324317,https://www.zillow.com/homedetails/4625-W-64th-St-Los-Angeles-CA-90043/20324317_zpid/
"8600 N Rivendell Ct, Winnetka, CA 91306",91306,SINGLE_FAMILY,FOR_SALE,House for sale,879000.0,902001,,3984,4,3.0,2252,,,,-1,Open: Wed. 12-3pm,OPEN_HOUSE,244500700,244500700,https://www.zillow.com/homedetails/8600-N-Rivendell-Ct-Winnetka-CA-91306/244500700_zpid/
"8550 N Yehuda Dr, Canoga Park, CA 91304",91304,SINGLE_FAMILY,FOR_SALE,House for sale,1299000.0,1186800,,4998,5,3.0,2846,,,,-1,3D Tour,3D_HOME,250350401,250350401,https://www.zillow.com/homedetails/8550-N-Yehuda-Dr-Canoga-Park-CA-91304/250350401_zpid/
"7813 Forsythe St, Sunland, CA 91040",91040,SINGLE_FAMILY,FOR_SALE,House for sale,640000.0,,,,2,2.0,1050,,,,-1,Open: Sun. 12-3pm,OPEN_HOUSE,20094154,20094154,https://www.zillow.com/homedetails/7813-Forsythe-St-Sunland-CA-91040/20094154_zpid/
"9427 Lemona Ave UNIT 20, North Hills, CA 91343",91343,TOWNHOUSE,FOR_SALE,Townhouse for sale,730000.0,755340,,3498,3,3.0,1837,,,,-1,4 days on Zillow,DAYS_ON,82882411,82882411,https://www.zillow.com/homedetails/9427-Lemona-Ave-UNIT-20-North-Hills-CA-91343/82882411_zpid/
"Allencia Plan, Hillcrest at Porter Ranch - Overlook Collection",91326,SINGLE_FAMILY,FOR_SALE,New construction,1767612.0,,,4288,5,5.0,3667,,,16000,-1,Open: M: 10:00 AM-5:00 ...,OPEN_HOUSE,2068438102,2068438102,https://www.zillow.com/community/hillcrest-at-porter-ranch-overlook-collection/2068438102_zpid/
"9982 Wornom Ave, Sunland, CA 91040",91040,SINGLE_FAMILY,FOR_SALE,Coming soon,998000.0,1032400,,5481,2,3.0,2420,,,,-1,Open: 1/8 10am-4pm,OPEN_HOUSE,20089359,20089359,https://www.zillow.com/homedetails/9982-Wornom-Ave-Sunland-CA-91040/20089359_zpid/
"3907 Portola Ave, Los Angeles, CA 90032",90032,SINGLE_FAMILY,FOR_SALE,Coming soon,899000.0,968400,,3646,3,2.0,1551,,,,-1,5 days on Zillow,DAYS_ON,20690368,20690368,https://www.zillow.com/homedetails/3907-Portola-Ave-Los-Angeles-CA-90032/20690368_zpid/
"Residence 1805 Plan, Corterra",91402,SINGLE_FAMILY,FOR_SALE,New construction,789990.0,,,2699,3,3.0,1805,,,97500,-1,Open: Daily By Appointm...,OPEN_HOUSE,2068559047,2068559047,https://www.zillow.com/community/corterra/2068559047_zpid/
"5737 Cartwright Ave, North Hollywood, CA 91601",91601,SINGLE_FAMILY,FOR_SALE,House for sale,986000.0,964700,,3463,3,2.0,1150,,,,-1,5 days on Zillow,DAYS_ON,20040629,20040629,https://www.zillow.com/homedetails/5737-Cartwright-Ave-North-Hollywood-CA-91601/20040629_zpid/
"Plan 2057 Modeled Plan, Skyview at Ponte Vista",90732,SINGLE_FAMILY,FOR_SALE,New construction,1139990.0,,,2870,3,3.0,2057,,"$16,605 (Dec 16)",-16605,-1,Open: Mon: 3 PM-6 PM Tu...,OPEN_HOUSE,2068565331,2068565331,https://www.zillow.com/community/skyview-at-ponte-vista/2068565331_zpid/
"Estate One Plan, Santa Susana Estates",91311,SINGLE_FAMILY,FOR_SALE,New construction,1999990.0,,,3650,5,5.0,4500,,,275000,-1,5 days on Zillow,DAYS_ON,2068373103,2068373103,https://www.zillow.com/community/santa-susana-estates/2068373103_zpid/
"10118 Fernglen Ave UNIT 4, Tujunga, CA 91042",91042,TOWNHOUSE,FOR_SALE,Townhouse for sale,680000.0,709565,,3200,3,3.0,1240,,,,-1,Open: Sun. 2-4pm,OPEN_HOUSE,95649966,95649966,https://www.zillow.com/homedetails/10118-Fernglen-Ave-UNIT-4-Tujunga-CA-91042/95649966_zpid/
"3995 Degnan Blvd, Los Angeles, CA 90008",90008,SINGLE_FAMILY,FOR_SALE,House for sale,1350000.0,1353383,,4200,3,3.0,1744,,,,-1,Open: Tue. 11am-2pm,OPEN_HOUSE,20578714,20578714,https://www.zillow.com/homedetails/3995-Degnan-Blvd-Los-Angeles-CA-90008/20578714_zpid/
"6133 Bellingham Ave, North Hollywood, CA 91606",91606,SINGLE_FAMILY,FOR_SALE,Coming soon,925000.0,832800,,4156,3,2.0,1677,,,,-1,5 days on Zillow,DAYS_ON,20009566,20009566,https://www.zillow.com/homedetails/6133-Bellingham-Ave-North-Hollywood-CA-91606/20009566_zpid/
"8294 Presson Pl, Los Angeles, CA 90069",90069,SINGLE_FAMILY,FOR_SALE,House for sale,1999900.0,2146400,,7394,3,3.0,1739,,,,-1,3D Tour,3D_HOME,20797486,20797486,https://www.zillow.com/homedetails/8294-Presson-Pl-Los-Angeles-CA-90069/20797486_zpid/
"5742 West Blvd, Los Angeles, CA 90043",90043,SINGLE_FAMILY,FOR_SALE,House for sale,950000.0,884900,,3440,3,2.0,1176,,,,-1,Video Walkthrough,VIDEO_WALKTHROUGH,20564812,20564812,https://www.zillow.com/homedetails/5742-West-Blvd-Los-Angeles-CA-90043/20564812_zpid/
"11515 N Cararra Ln, Porter Ranch, CA 91326",91326,TOWNHOUSE,FOR_SALE,Townhouse for sale,775000.0,,,,3,3.0,1399,,,,-1,5 days on Zillow,DAYS_ON,2067241993,2067241993,https://www.zillow.com/homedetails/11515-N-Cararra-Ln-Porter-Ranch-CA-91326/2067241993_zpid/
"9806 S Van Ness Ave, Los Angeles, CA 90047",90047,SINGLE_FAMILY,FOR_SALE,House for sale,599000.0,619000,,3334,3,2.0,1747,,,,-1,Open: 1/16 11am-2pm,OPEN_HOUSE,20963362,20963362,https://www.zillow.com/homedetails/9806-S-Van-Ness-Ave-Los-Angeles-CA-90047/20963362_zpid/
"6330 Mary Ellen Ave, Van Nuys, CA 91401",91401,SINGLE_FAMILY,FOR_SALE,House for sale,959900.0,1026100,,3800,3,2.0,1641,,,,-1,5 days on Zillow,DAYS_ON,20008224,20008224,https://www.zillow.com/homedetails/6330-Mary-Ellen-Ave-Van-Nuys-CA-91401/20008224_zpid/
"7001 Colbath Ave, Van Nuys, CA 91405",91405,SINGLE_FAMILY,FOR_SALE,House for sale,920000.0,964390,,3455,3,2.0,1297,,,80001,-1,5 days on Zillow,DAYS_ON,19958387,19958387,https://www.zillow.com/homedetails/7001-Colbath-Ave-Van-Nuys-CA-91405/19958387_zpid/
"12015 Carl St, Sylmar, CA 91342",91342,SINGLE_FAMILY,FOR_SALE,House for sale,729900.0,645800,,2221,3,2.0,1090,,,,-1,5 days on Zillow,DAYS_ON,20083825,20083825,https://www.zillow.com/homedetails/12015-Carl-St-Sylmar-CA-91342/20083825_zpid/
"4883 Avoca St, Los Angeles, CA 90041",90041,SINGLE_FAMILY,FOR_SALE,House for sale,1695000.0,1756665,,3695,4,4.0,1909,,,,-1,Open: Sun. 1-4pm,OPEN_HOUSE,20852975,20852975,https://www.zillow.com/homedetails/4883-Avoca-St-Los-Angeles-CA-90041/20852975_zpid/
"11554 Kismet Ave, Sylmar, CA 91342",91342,SINGLE_FAMILY,FOR_SALE,House for sale,799000.0,,,,3,2.0,1538,,,,-1,5 days on Zillow,DAYS_ON,20083300,20083300,https://www.zillow.com/homedetails/11554-Kismet-Ave-Sylmar-CA-91342/20083300_zpid/
"2116 W 94th Pl, Los Angeles, CA 90047",90047,SINGLE_FAMILY,FOR_SALE,House for sale,799000.0,761600,,3200,3,2.0,1224,,,,-1,5 days on Zillow,DAYS_ON,20963220,20963220,https://www.zillow.com/homedetails/2116-W-94th-Pl-Los-Angeles-CA-90047/20963220_zpid/
"4345 Mont Eagle Pl, Los Angeles, CA 90041",90041,SINGLE_FAMILY,FOR_SALE,Coming soon,1400000.0,1395400,,5279,5,3.0,2012,,,,-1,5 days on Zillow,DAYS_ON,20765427,20765427,https://www.zillow.com/homedetails/4345-Mont-Eagle-Pl-Los-Angeles-CA-90041/20765427_zpid/
"Residence 3 Plan, Cabrilla at Ponte Vista",90732,TOWNHOUSE,FOR_SALE,New construction,910000.0,,,3504,4,4.0,1828,,,5000,-1,Open: M: 11:00 AM-4:00 ...,OPEN_HOUSE,2068688057,2068688057,https://www.zillow.com/community/cabrilla-at-ponte-vista/2068688057_zpid/
"7810 S Victoria Ave, Los Angeles, CA 90043",90043,SINGLE_FAMILY,FOR_SALE,House for sale,1149000.0,1191791,,2357,3,3.0,2007,,,,-1,6 days on Zillow,DAYS_ON,20330771,20330771,https://www.zillow.com/homedetails/7810-S-Victoria-Ave-Los-Angeles-CA-90043/20330771_zpid/
"4410 S Wilton Pl, Los Angeles, CA 90062",90062,SINGLE_FAMILY,FOR_SALE,House for sale,995000.0,1035807,,3028,3,2.0,1264,,,,-1,6 days on Zillow,DAYS_ON,20569132,20569132,https://www.zillow.com/homedetails/4410-S-Wilton-Pl-Los-Angeles-CA-90062/20569132_zpid/
"19847 Septo St, Chatsworth, CA 91311",91311,SINGLE_FAMILY,FOR_SALE,House for sale,1118900.0,1169800,,4500,3,2.0,2383,,,,-1,3D Tour,3D_HOME,20164483,20164483,https://www.zillow.com/homedetails/19847-Septo-St-Chatsworth-CA-91311/20164483_zpid/
"11500 San Vicente Blvd APT 424, Los Angeles, CA 90049",90049,TOWNHOUSE,FOR_SALE,Townhouse for sale,1999999.0,2000003,,7791,2,3.0,2354,,,,-1,6 days on Zillow,DAYS_ON,20468192,20468192,https://www.zillow.com/homedetails/11500-San-Vicente-Blvd-APT-424-Los-Angeles-CA-90049/20468192_zpid/
"Plan 1874 Modeled Plan, Skyview at Ponte Vista",90732,SINGLE_FAMILY,FOR_SALE,New construction,1031740.0,,,2870,3,3.0,1874,,"$21,365 (Dec 17)",-21365,-1,Open: Mon: 3 PM-6 PM Tu...,OPEN_HOUSE,2068565330,2068565330,https://www.zillow.com/community/skyview-at-ponte-vista/2068565330_zpid/
"Residence 1 Plan, Cabrilla at Ponte Vista",90732,TOWNHOUSE,FOR_SALE,New construction,885000.0,,,3433,3,4.0,1754,,,5000,-1,Open: M: 11:00 AM-4:00 ...,OPEN_HOUSE,2068689749,2068689749,https://www.zillow.com/community/cabrilla-at-ponte-vista/2068689749_zpid/
"Harwood Plan, Hillcrest at Porter Ranch - Highlands Collection",91326,SINGLE_FAMILY,FOR_SALE,New construction,1613995.0,,,4429,5,6.0,3562,,,16000,-1,Open: M: 10:00 AM-5:00 ...,OPEN_HOUSE,2075421193,2075421193,https://www.zillow.com/community/hillcrest-at-porter-ranch-highlands-collection/2075421193_zpid/
