address,zipcode,type,status,other_status,price,zestimate,festimate,rent_zestimate,beds,baths,area,year,price_reduction,price_increase,days_on_zillow,extra_info,extra_info_type,zpid,id,link
"24634 Willow Ter, Harbor City, CA 90710",90710,SINGLE_FAMILY,FOR_SALE,House for sale,795000.0,805100,,3899,4,3.0,1894,,"$54,900 (Nov 23)",-54900,-1,"$54,900 (Nov 23)",PRICE_REDUCTION,21300716,21300716,https://www.zillow.com/homedetails/24634-Willow-Ter-Harbor-City-CA-90710/21300716_zpid/
"268 W Ofarrell St, San Pedro, CA 90731",90731,SINGLE_FAMILY,FOR_SALE,House for sale,575000.0,589100,,2250,4,2.0,696,,"$50,000 (Nov 18)",-50000,-1,"$50,000 (Nov 18)",PRICE_REDUCTION,21306006,21306006,https://www.zillow.com/homedetails/268-W-Ofarrell-St-San-Pedro-CA-90731/21306006_zpid/
"18230 Ingomar St, Reseda, CA 91335",91335,SINGLE_FAMILY,FOR_SALE,House for sale,695000.0,707600,,2962,2,2.0,854,,,,-1,96 days on Zillow,DAYS_ON,19903622,19903622,https://www.zillow.com/homedetails/18230-Ingomar-St-Reseda-CA-91335/19903622_zpid/
"2055 W 85th St, Los Angeles, CA 90047",90047,SINGLE_FAMILY,FOR_SALE,House for sale,839000.0,,,3499,3,2.0,1856,,,,-1,97 days on Zillow,DAYS_ON,20949248,20949248,https://www.zillow.com/homedetails/2055-W-85th-St-Los-Angeles-CA-90047/20949248_zpid/
"6900 Royer Ave, West Hills, CA 91307",91307,SINGLE_FAMILY,FOR_SALE,House for sale,1795000.0,1851800,,15704,12,7.0,4619,,,-80000,-1,99 days on Zillow,DAYS_ON,19869128,19869128,https://www.zillow.com/homedetails/6900-Royer-Ave-West-Hills-CA-91307/19869128_zpid/
"6906 Alabama Ave, Canoga Park, CA 91303",91303,SINGLE_FAMILY,FOR_SALE,House for sale,925000.0,931537,,3800,4,2.0,1728,,"$50,000 (Nov 13)",-50000,-1,"$50,000 (Nov 13)",PRICE_REDUCTION,19927746,19927746,https://www.zillow.com/homedetails/6906-Alabama-Ave-Canoga-Park-CA-91303/19927746_zpid/
"2144 Beech Knoll Rd, Los Angeles, CA 90046",90046,SINGLE_FAMILY,FOR_SALE,House for sale,1590000.0,,,7500,2,3.0,1884,,"$185,000 (Oct 7)",-185000,-1,"$185,000 (Oct 7)",PRICE_REDUCTION,20801569,20801569,https://www.zillow.com/homedetails/2144-Beech-Knoll-Rd-Los-Angeles-CA-90046/20801569_zpid/
"3723 Carlota Blvd, Los Angeles, CA 90031",90031,SINGLE_FAMILY,FOR_SALE,House for sale,775000.0,800700,,4229,3,3.0,1496,,"$65,000 (Nov 2)",-65000,-1,"$65,000 (Nov 2)",PRICE_REDUCTION,20755427,20755427,https://www.zillow.com/homedetails/3723-Carlota-Blvd-Los-Angeles-CA-90031/20755427_zpid/
"6705 Orion Ave, Van Nuys, CA 91406",91406,SINGLE_FAMILY,FOR_SALE,House for sale,1450000.0,1460308,,3866,4,2.0,1689,,,,-1,100 days on Zillow,DAYS_ON,19968285,19968285,https://www.zillow.com/homedetails/6705-Orion-Ave-Van-Nuys-CA-91406/19968285_zpid/
"883 W Crestwood Ave, San Pedro, CA 90731",90731,SINGLE_FAMILY,FOR_SALE,House for sale,799999.0,735900,,3499,3,2.0,1424,,,,-1,100 days on Zillow,DAYS_ON,21305416,21305416,https://www.zillow.com/homedetails/883-W-Crestwood-Ave-San-Pedro-CA-90731/21305416_zpid/
"830 Haverford Ave UNIT 12, Pacific Palisades, CA 90272",90272,TOWNHOUSE,FOR_SALE,Townhouse for sale,1995000.0,1985313,,9462,2,3.0,2320,,,216000,-1,101 days on Zillow,DAYS_ON,20540745,20540745,https://www.zillow.com/homedetails/830-Haverford-Ave-UNIT-12-Pacific-Palisades-CA-90272/20540745_zpid/
"7136 Glasgow Ave, Los Angeles, CA 90045",90045,SINGLE_FAMILY,FOR_SALE,House for sale,1300000.0,,,3949,3,2.0,1660,,,,-1,102 days on Zillow,DAYS_ON,20378398,20378398,https://www.zillow.com/homedetails/7136-Glasgow-Ave-Los-Angeles-CA-90045/20378398_zpid/
"9776 Natick Ave, North Hills, CA 91343",91343,SINGLE_FAMILY,FOR_SALE,House for sale,850000.0,863200,,3513,3,2.0,1444,,,120000,-1,102 days on Zillow,DAYS_ON,20132841,20132841,https://www.zillow.com/homedetails/9776-Natick-Ave-North-Hills-CA-91343/20132841_zpid/
"1741 S Normandie Ave, Los Angeles, CA 90006",90006,SINGLE_FAMILY,FOR_SALE,House for sale,1100000.0,1081000,,4859,6,3.0,2334,,"$100,000 (Oct 6)",-100000,-1,"$100,000 (Oct 6)",PRICE_REDUCTION,20603848,20603848,https://www.zillow.com/homedetails/1741-S-Normandie-Ave-Los-Angeles-CA-90006/20603848_zpid/
"13730 Aldergrove St, Sylmar, CA 91342",91342,SINGLE_FAMILY,FOR_SALE,House for sale,890000.0,949000,,4949,5,3.0,2536,,,,-1,103 days on Zillow,DAYS_ON,20102594,20102594,https://www.zillow.com/homedetails/13730-Aldergrove-St-Sylmar-CA-91342/20102594_zpid/
"6052 Beeman Ave, North Hollywood, CA 91606",91606,SINGLE_FAMILY,FOR_SALE,House for sale,1299999.0,1324800,,6936,3,2.0,2292,,,50000,-1,104 days on Zillow,DAYS_ON,20009230,20009230,https://www.zillow.com/homedetails/6052-Beeman-Ave-North-Hollywood-CA-91606/20009230_zpid/
"801 E 92nd St, Los Angeles, CA 90002",90002,SINGLE_FAMILY,FOR_SALE,House for sale,527900.0,598700,,3161,4,2.0,1176,,,,-1,104 days on Zillow,DAYS_ON,20953267,20953267,https://www.zillow.com/homedetails/801-E-92nd-St-Los-Angeles-CA-90002/20953267_zpid/
"6414 Denver Ave, Los Angeles, CA 90044",90044,SINGLE_FAMILY,FOR_SALE,House for sale,615000.0,631900,,3082,3,2.0,1544,,,,-1,105 days on Zillow,DAYS_ON,20928963,20928963,https://www.zillow.com/homedetails/6414-Denver-Ave-Los-Angeles-CA-90044/20928963_zpid/
"6171 Cleon Ave, North Hollywood, CA 91606",91606,SINGLE_FAMILY,FOR_SALE,House for sale,885000.0,885600,,4028,4,3.0,1556,,"$35,000 (Nov 21)",-35000,-1,"$35,000 (Nov 21)",PRICE_REDUCTION,20039293,20039293,https://www.zillow.com/homedetails/6171-Cleon-Ave-North-Hollywood-CA-91606/20039293_zpid/
"6718 Rhea Ave, Reseda, CA 91335",91335,SINGLE_FAMILY,FOR_SALE,House for sale,775000.0,827300,,3899,3,2.0,1742,,,,-1,106 days on Zillow,DAYS_ON,19920322,19920322,https://www.zillow.com/homedetails/6718-Rhea-Ave-Reseda-CA-91335/19920322_zpid/
"5820 Compass Dr, Los Angeles, CA 90045",90045,SINGLE_FAMILY,FOR_SALE,House for sale,1450000.0,1481868,,3999,3,2.0,1506,,,,-1,106 days on Zillow,DAYS_ON,20379115,20379115,https://www.zillow.com/homedetails/5820-Compass-Dr-Los-Angeles-CA-90045/20379115_zpid/
"6729 W Hepburn Way, Los Angeles, CA 90038",90038,SINGLE_FAMILY,FOR_SALE,House for sale,1499000.0,1472547,,7529,3,4.0,2346,,"$150,000 (Oct 12)",-150000,-1,3D Tour,3D_HOME,122552786,122552786,https://www.zillow.com/homedetails/6729-W-Hepburn-Way-Los-Angeles-CA-90038/122552786_zpid/
"1708 S Union Ave, Los Angeles, CA 90015",90015,SINGLE_FAMILY,FOR_SALE,House for sale,710000.0,749700,,3732,3,2.0,1326,,"$15,000 (Dec 8)",-15000,-1,"$15,000 (Dec 8)",PRICE_REDUCTION,20624254,20624254,https://www.zillow.com/homedetails/1708-S-Union-Ave-Los-Angeles-CA-90015/20624254_zpid/
"849 E 41st St, Los Angeles, CA 90011",90011,SINGLE_FAMILY,FOR_SALE,House for sale,599500.0,523200,,2749,4,2.0,896,,,,-1,107 days on Zillow,DAYS_ON,20618924,20618924,https://www.zillow.com/homedetails/849-E-41st-St-Los-Angeles-CA-90011/20618924_zpid/
"7702 De Soto Ave, Canoga Park, CA 91304",91304,SINGLE_FAMILY,FOR_SALE,House for sale,725000.0,742900,,3566,3,2.0,1383,,,-25000,-1,107 days on Zillow,DAYS_ON,19909476,19909476,https://www.zillow.com/homedetails/7702-De-Soto-Ave-Canoga-Park-CA-91304/19909476_zpid/
"17123 Roscoe Blvd UNIT 6, Northridge, CA 91325",91325,TOWNHOUSE,FOR_SALE,Townhouse for sale,504950.0,515400,,2949,3,2.0,1368,,"$14,950 (Nov 16)",-14950,-1,"$14,950 (Nov 16)",PRICE_REDUCTION,20152149,20152149,https://www.zillow.com/homedetails/17123-Roscoe-Blvd-UNIT-6-Northridge-CA-91325/20152149_zpid/
"2857 N Coolidge Ave, Los Angeles, CA 90039",90039,SINGLE_FAMILY,FOR_SALE,House for sale,1150000.0,,,6795,5,4.0,2399,,"$49,000 (Dec 15)",-49000,-1,"$49,000 (Dec 15)",PRICE_REDUCTION,20753514,20753514,https://www.zillow.com/homedetails/2857-N-Coolidge-Ave-Los-Angeles-CA-90039/20753514_zpid/
"10547 Ayres Ave, Los Angeles, CA 90064",90064,SINGLE_FAMILY,FOR_SALE,House for sale,1950000.0,1685300,,6994,4,3.0,2275,,"$45,000 (Oct 13)",-45000,-1,"$45,000 (Oct 13)",PRICE_REDUCTION,70591239,70591239,https://www.zillow.com/homedetails/10547-Ayres-Ave-Los-Angeles-CA-90064/70591239_zpid/
"1488 Sunrise Ln, San Pedro, CA 90731",90731,TOWNHOUSE,FOR_SALE,New construction,937805.0,948522,,,3,4.0,1731,,,,-1,108 days on Zillow,DAYS_ON,2067465247,2067465247,https://www.zillow.com/homedetails/1488-Sunrise-Ln-San-Pedro-CA-90731/2067465247_zpid/
"1492 Sunrise Ln, San Pedro, CA 90731",90731,TOWNHOUSE,FOR_SALE,New construction,960375.0,973366,,,3,3.0,1800,,,,-1,108 days on Zillow,DAYS_ON,2067465248,2067465248,https://www.zillow.com/homedetails/1492-Sunrise-Ln-San-Pedro-CA-90731/2067465248_zpid/
"1131 Cabrillo Ave, Venice, CA 90291",90291,SINGLE_FAMILY,FOR_SALE,House for sale,1799000.0,1519700,,6999,3,2.0,1536,,,,-1,3D Tour,3D_HOME,20450102,20450102,https://www.zillow.com/homedetails/1131-Cabrillo-Ave-Venice-CA-90291/20450102_zpid/
"1480 Sunrise Ln, San Pedro, CA 90731",90731,TOWNHOUSE,FOR_SALE,New construction,1017305.0,1028327,,,4,4.0,1977,,,,-1,108 days on Zillow,DAYS_ON,2067465246,2067465246,https://www.zillow.com/homedetails/1480-Sunrise-Ln-San-Pedro-CA-90731/2067465246_zpid/
"7756 Owensmouth Ave, Canoga Park, CA 91304",91304,SINGLE_FAMILY,FOR_SALE,House for sale,717000.0,726400,,3499,5,2.0,1722,,,,-1,108 days on Zillow,DAYS_ON,19910745,19910745,https://www.zillow.com/homedetails/7756-Owensmouth-Ave-Canoga-Park-CA-91304/19910745_zpid/
"720 Bernard St, Los Angeles, CA 90012",90012,SINGLE_FAMILY,FOR_SALE,House for sale,650000.0,809300,,2358,2,2.0,824,,"$25,000 (Oct 16)",-25000,-1,"$25,000 (Oct 16)",PRICE_REDUCTION,20741494,20741494,https://www.zillow.com/homedetails/720-Bernard-St-Los-Angeles-CA-90012/20741494_zpid/
"1375 S Cochran Ave, Los Angeles, CA 90019",90019,SINGLE_FAMILY,FOR_SALE,House for sale,1099000.0,1100500,,4492,3,2.0,1375,,"$100,000 (Oct 4)",-100000,-1,"$100,000 (Oct 4)",PRICE_REDUCTION,20608631,20608631,https://www.zillow.com/homedetails/1375-S-Cochran-Ave-Los-Angeles-CA-90019/20608631_zpid/
"12347 Sylvan St, North Hollywood, CA 91606",91606,SINGLE_FAMILY,FOR_SALE,House for sale,1699500.0,1683600,,14704,5,6.0,4401,,"$50,000 (Dec 13)",-50000,-1,"$50,000 (Dec 13)",PRICE_REDUCTION,20009590,20009590,https://www.zillow.com/homedetails/12347-Sylvan-St-North-Hollywood-CA-91606/20009590_zpid/
"11241 Elkwood St, Sun Valley, CA 91352",91352,SINGLE_FAMILY,FOR_SALE,House for sale,759000.0,764838,,3599,4,3.0,2044,,,-30000,-1,109 days on Zillow,DAYS_ON,20000893,20000893,https://www.zillow.com/homedetails/11241-Elkwood-St-Sun-Valley-CA-91352/20000893_zpid/
"913 Montecito Dr, Los Angeles, CA 90031",90031,SINGLE_FAMILY,FOR_SALE,House for sale,1074900.0,1185900,,5499,3,3.0,2236,,"$25,000 (Dec 22)",-25000,-1,"$25,000 (Dec 22)",PRICE_REDUCTION,95693278,95693278,https://www.zillow.com/homedetails/913-Montecito-Dr-Los-Angeles-CA-90031/95693278_zpid/
"307 N Burlington Ave, Los Angeles, CA 90026",90026,SINGLE_FAMILY,FOR_SALE,House for sale,1165000.0,1160200,,5497,6,4.0,1772,,,,-1,110 days on Zillow,DAYS_ON,20627853,20627853,https://www.zillow.com/homedetails/307-N-Burlington-Ave-Los-Angeles-CA-90026/20627853_zpid/
"4611 Toland Way, Los Angeles, CA 90041",90041,SINGLE_FAMILY,FOR_SALE,House for sale,1049000.0,1155100,,5111,3,2.0,2084,,"$46,000 (Dec 17)",-46000,-1,"$46,000 (Dec 17)",PRICE_REDUCTION,20765130,20765130,https://www.zillow.com/homedetails/4611-Toland-Way-Los-Angeles-CA-90041/20765130_zpid/
"1152 W 76th St, Los Angeles, CA 90044",90044,SINGLE_FAMILY,FOR_SALE,House for sale,675000.0,675200,,2828,2,3.0,1540,,,,-1,111 days on Zillow,DAYS_ON,20938979,20938979,https://www.zillow.com/homedetails/1152-W-76th-St-Los-Angeles-CA-90044/20938979_zpid/
"16218 S Denver Ave, Gardena, CA 90248",90248,SINGLE_FAMILY,FOR_SALE,House for sale,755000.0,761800,,3329,5,2.0,1749,,"$34,000 (Dec 19)",-34000,-1,"$34,000 (Dec 19)",PRICE_REDUCTION,20987761,20987761,https://www.zillow.com/homedetails/16218-S-Denver-Ave-Gardena-CA-90248/20987761_zpid/
"414 S Avenue 56, Los Angeles, CA 90042",90042,SINGLE_FAMILY,FOR_SALE,House for sale,899000.0,873400,,3263,3,2.0,1012,,"$61,000 (Nov 19)",-61000,-1,"$61,000 (Nov 19)",PRICE_REDUCTION,20762223,20762223,https://www.zillow.com/homedetails/414-S-Avenue-56-Los-Angeles-CA-90042/20762223_zpid/
"2641 Corralitas Dr, Los Angeles, CA 90039",90039,SINGLE_FAMILY,FOR_SALE,House for sale,1599000.0,1470200,,3099,3,3.0,2439,,,,-1,3D Tour,3D_HOME,65242822,65242822,https://www.zillow.com/homedetails/2641-Corralitas-Dr-Los-Angeles-CA-90039/65242822_zpid/
"6177 Outlook Ave, Los Angeles, CA 90042",90042,SINGLE_FAMILY,FOR_SALE,House for sale,1495000.0,1510737,,3369,2,2.0,1143,,,,-1,3D Tour,3D_HOME,20770637,20770637,https://www.zillow.com/homedetails/6177-Outlook-Ave-Los-Angeles-CA-90042/20770637_zpid/
"2312 Century Hl, Los Angeles, CA 90067",90067,TOWNHOUSE,FOR_SALE,Townhouse for sale,1550000.0,1515800,,8006,2,3.0,2372,,,,-1,114 days on Zillow,DAYS_ON,20510401,20510401,https://www.zillow.com/homedetails/2312-Century-Hl-Los-Angeles-CA-90067/20510401_zpid/
"4831 5th Ave, Los Angeles, CA 90043",90043,SINGLE_FAMILY,FOR_SALE,House for sale,1089880.0,1089900,,4978,5,4.0,2000,,"$60,000 (Dec 6)",-60000,-1,"$60,000 (Dec 6)",PRICE_REDUCTION,20568518,20568518,https://www.zillow.com/homedetails/4831-5th-Ave-Los-Angeles-CA-90043/20568518_zpid/
"27634 Rockcrest Rd, San Pedro, CA 90732",90732,SINGLE_FAMILY,FOR_SALE,New construction,1067300.0,1067303,,3955,4,4.0,1874,,,18060,-1,3D Tour,3D_HOME,2068619341,2068619341,https://www.zillow.com/homedetails/27634-Rockcrest-Rd-San-Pedro-CA-90732/2068619341_zpid/
"11609 Hamlin St, North Hollywood, CA 91606",91606,SINGLE_FAMILY,FOR_SALE,House for sale,998000.0,932300,,4500,4,4.0,1564,,"$51,000 (Oct 1)",-51000,-1,"$51,000 (Oct 1)",PRICE_REDUCTION,20010483,20010483,https://www.zillow.com/homedetails/11609-Hamlin-St-North-Hollywood-CA-91606/20010483_zpid/
"944 W Sepulveda St, San Pedro, CA 90731",90731,SINGLE_FAMILY,FOR_SALE,House for sale,819999.0,821200,,3723,4,3.0,1902,,,,-1,115 days on Zillow,DAYS_ON,21305276,21305276,https://www.zillow.com/homedetails/944-W-Sepulveda-St-San-Pedro-CA-90731/21305276_zpid/
"841 E 115th St, Los Angeles, CA 90059",90059,SINGLE_FAMILY,FOR_SALE,House for sale,649900.0,655500,,2999,3,2.0,1268,,"$49,100 (Nov 2)",-49100,-1,"$49,100 (Nov 2)",PRICE_REDUCTION,20970582,20970582,https://www.zillow.com/homedetails/841-E-115th-St-Los-Angeles-CA-90059/20970582_zpid/
"17355 Tiara St, Encino, CA 91316",91316,SINGLE_FAMILY,FOR_SALE,House for sale,1299000.0,1300700,,4949,4,3.0,2130,,$300 (Oct 6),-300,-1,$300 (Oct 6),PRICE_REDUCTION,19977694,19977694,https://www.zillow.com/homedetails/17355-Tiara-St-Encino-CA-91316/19977694_zpid/
"14749 Vintage St, Mission Hills, CA 91345",91345,SINGLE_FAMILY,FOR_SALE,House for sale,739000.0,765200,,2981,3,2.0,1189,,,,-1,115 days on Zillow,DAYS_ON,20130519,20130519,https://www.zillow.com/homedetails/14749-Vintage-St-Mission-Hills-CA-91345/20130519_zpid/
"21490 Arcos Dr, Woodland Hills, CA 91364",91364,SINGLE_FAMILY,FOR_SALE,House for sale,1495000.0,1492000,,8147,4,4.0,3438,,"$100,000 (Nov 10)",-100000,-1,"$100,000 (Nov 10)",PRICE_REDUCTION,19944313,19944313,https://www.zillow.com/homedetails/21490-Arcos-Dr-Woodland-Hills-CA-91364/19944313_zpid/
"2901 Waverly Dr #3, Los Angeles, CA 90039",90039,SINGLE_FAMILY,FOR_SALE,House for sale,1299000.0,1282478,,4375,3,3.0,1886,,,-251000,-1,117 days on Zillow,DAYS_ON,2068658303,2068658303,https://www.zillow.com/homedetails/2901-Waverly-Dr-3-Los-Angeles-CA-90039/2068658303_zpid/
"1243 1/2 N Gower St, Los Angeles, CA 90038",90038,TOWNHOUSE,FOR_SALE,Townhouse for sale,1100000.0,1100000,,4949,3,4.0,1656,,,,-1,118 days on Zillow,DAYS_ON,2068661028,2068661028,https://www.zillow.com/homedetails/1243-1-2-N-Gower-St-Los-Angeles-CA-90038/2068661028_zpid/
"6160 Laurelgrove Ave, North Hollywood, CA 91606",91606,SINGLE_FAMILY,FOR_SALE,House for sale,1599995.0,1600000,,5999,6,5.0,3051,,,,-1,118 days on Zillow,DAYS_ON,20009553,20009553,https://www.zillow.com/homedetails/6160-Laurelgrove-Ave-North-Hollywood-CA-91606/20009553_zpid/
"6629 Ben Ave, North Hollywood, CA 91606",91606,SINGLE_FAMILY,FOR_SALE,House for sale,849000.0,855100,,3767,3,2.0,1611,,,,-1,119 days on Zillow,DAYS_ON,20004101,20004101,https://www.zillow.com/homedetails/6629-Ben-Ave-North-Hollywood-CA-91606/20004101_zpid/
"1128 E 28th St, Los Angeles, CA 90011",90011,SINGLE_FAMILY,FOR_SALE,House for sale,500000.0,501138,,3314,4,2.0,1924,,,,-1,121 days on Zillow,DAYS_ON,20621391,20621391,https://www.zillow.com/homedetails/1128-E-28th-St-Los-Angeles-CA-90011/20621391_zpid/
"1501 W 67th St, Los Angeles, CA 90047",90047,SINGLE_FAMILY,FOR_SALE,House for sale,594000.0,599702,,2849,3,2.0,956,,"$25,000 (Oct 22)",-25000,-1,"$25,000 (Oct 22)",PRICE_REDUCTION,20935761,20935761,https://www.zillow.com/homedetails/1501-W-67th-St-Los-Angeles-CA-90047/20935761_zpid/
"24171 Sterling Ranch Rd, Canoga Park, CA 91304",91304,SINGLE_FAMILY,FOR_SALE,New construction,1875612.0,1866230,,7638,5,6.0,3986,,"$50,000 (Nov 4)",-50000,-1,Open: In-person and vir...,OPEN_HOUSE,2068678067,2068678067,https://www.zillow.com/homedetails/24171-Sterling-Ranch-Rd-Canoga-Park-CA-91304/2068678067_zpid/
"15905 San Fernando Mission Blvd, Granada Hills, CA 91344",91344,SINGLE_FAMILY,FOR_SALE,House for sale,999000.0,846900,,3200,3,2.0,1291,,,,-1,122 days on Zillow,DAYS_ON,20140417,20140417,https://www.zillow.com/homedetails/15905-San-Fernando-Mission-Blvd-Granada-Hills-CA-91344/20140417_zpid/
"12909 Vaughn St, San Fernando, CA 91340",91340,SINGLE_FAMILY,FOR_SALE,House for sale,600000.0,624500,,2797,3,2.0,1150,,,,-1,122 days on Zillow,DAYS_ON,20076493,20076493,https://www.zillow.com/homedetails/12909-Vaughn-St-San-Fernando-CA-91340/20076493_zpid/
"7605 Goodland Ave, North Hollywood, CA 91605",91605,SINGLE_FAMILY,FOR_SALE,House for sale,953000.0,954900,,3835,3,3.0,1716,,,103000,-1,122 days on Zillow,DAYS_ON,19997419,19997419,https://www.zillow.com/homedetails/7605-Goodland-Ave-North-Hollywood-CA-91605/19997419_zpid/
"1890 S Cochran Ave APT 19, Los Angeles, CA 90019",90019,TOWNHOUSE,FOR_SALE,Townhouse for sale,675000.0,685600,,3755,3,3.0,1392,,"$15,000 (Nov 27)",-15000,-1,3D Tour,3D_HOME,20599480,20599480,https://www.zillow.com/homedetails/1890-S-Cochran-Ave-APT-19-Los-Angeles-CA-90019/20599480_zpid/
"12121 Emelita St, Valley Village, CA 91607",91607,SINGLE_FAMILY,FOR_SALE,House for sale,1295000.0,1295012,,4099,3,3.0,1355,,,,-1,123 days on Zillow,DAYS_ON,20013282,20013282,https://www.zillow.com/homedetails/12121-Emelita-St-Valley-Village-CA-91607/20013282_zpid/
"7711 Mulholland Dr, Los Angeles, CA 90046",90046,SINGLE_FAMILY,FOR_SALE,House for sale,2000000.0,1959500,,19261,3,3.0,4161,,,,-1,Video Walkthrough,VIDEO_WALKTHROUGH,134851572,134851572,https://www.zillow.com/homedetails/7711-Mulholland-Dr-Los-Angeles-CA-90046/134851572_zpid/
"5864 Bonsallo Ave, Los Angeles, CA 90044",90044,SINGLE_FAMILY,FOR_SALE,House for sale,599000.0,600400,,2713,2,2.0,1318,,"$51,000 (Dec 7)",-51000,-1,"$51,000 (Dec 7)",PRICE_REDUCTION,20929313,20929313,https://www.zillow.com/homedetails/5864-Bonsallo-Ave-Los-Angeles-CA-90044/20929313_zpid/
"1499 W Sepulveda St, San Pedro, CA 90732",90732,SINGLE_FAMILY,FOR_SALE,House for sale,1590000.0,1589100,,3468,5,5.0,2630,,,,-1,123 days on Zillow,DAYS_ON,21307150,21307150,https://www.zillow.com/homedetails/1499-W-Sepulveda-St-San-Pedro-CA-90732/21307150_zpid/
"1130 S Windsor Blvd, Los Angeles, CA 90019",90019,SINGLE_FAMILY,FOR_SALE,House for sale,1459000.0,1520046,,4944,4,3.0,2383,,"$40,000 (Nov 17)",-40000,-1,"$40,000 (Nov 17)",PRICE_REDUCTION,20606172,20606172,https://www.zillow.com/homedetails/1130-S-Windsor-Blvd-Los-Angeles-CA-90019/20606172_zpid/
"14252 Community St, Panorama City, CA 91402",91402,SINGLE_FAMILY,FOR_SALE,House for sale,1900000.0,1900000,,5927,6,4.0,3044,,,,-1,124 days on Zillow,DAYS_ON,20124595,20124595,https://www.zillow.com/homedetails/14252-Community-St-Panorama-City-CA-91402/20124595_zpid/
"14212 Chandler Blvd, Van Nuys, CA 91401",91401,SINGLE_FAMILY,FOR_SALE,House for sale,1613200.0,1668200,,4995,3,2.0,2093,,,863200,-1,124 days on Zillow,DAYS_ON,19975271,19975271,https://www.zillow.com/homedetails/14212-Chandler-Blvd-Van-Nuys-CA-91401/19975271_zpid/
"13666 Pinney St, Pacoima, CA 91331",91331,SINGLE_FAMILY,FOR_SALE,House for sale,785000.0,729000,,3655,4,3.0,2011,,"$10,000 (Oct 13)",-10000,-1,"$10,000 (Oct 13)",PRICE_REDUCTION,20115193,20115193,https://www.zillow.com/homedetails/13666-Pinney-St-Pacoima-CA-91331/20115193_zpid/
"10772 Westminster Ave, Los Angeles, CA 90034",90034,SINGLE_FAMILY,FOR_SALE,House for sale,1799999.0,1800900,,7199,4,3.0,2002,,,-100000,-1,124 days on Zillow,DAYS_ON,20460770,20460770,https://www.zillow.com/homedetails/10772-Westminster-Ave-Los-Angeles-CA-90034/20460770_zpid/
"5157 Garden Grove Ave, Tarzana, CA 91356",91356,SINGLE_FAMILY,FOR_SALE,House for sale,1799000.0,1427000,,8147,7,6.0,3091,,,,-1,3D Tour,3D_HOME,19949436,19949436,https://www.zillow.com/homedetails/5157-Garden-Grove-Ave-Tarzana-CA-91356/19949436_zpid/
"8193 Gould Ave, Los Angeles, CA 90046",90046,SINGLE_FAMILY,FOR_SALE,House for sale,989000.0,1002772,,6854,2,2.0,1448,,,,-1,125 days on Zillow,DAYS_ON,20797560,20797560,https://www.zillow.com/homedetails/8193-Gould-Ave-Los-Angeles-CA-90046/20797560_zpid/
"11372 Brill Dr, Studio City, CA 91604",91604,SINGLE_FAMILY,FOR_SALE,House for sale,1949000.0,1952253,,7917,3,3.0,2662,,"$46,000 (Nov 8)",-46000,-1,"$46,000 (Nov 8)",PRICE_REDUCTION,20030606,20030606,https://www.zillow.com/homedetails/11372-Brill-Dr-Studio-City-CA-91604/20030606_zpid/
"6014 8th Ave, Los Angeles, CA 90043",90043,SINGLE_FAMILY,FOR_SALE,House for sale,692000.0,692094,,2592,2,2.0,1030,,"$8,000 (Nov 19)",-8000,-1,"$8,000 (Nov 19)",PRICE_REDUCTION,20327188,20327188,https://www.zillow.com/homedetails/6014-8th-Ave-Los-Angeles-CA-90043/20327188_zpid/
"21218 Chase St, Canoga Park, CA 91304",91304,SINGLE_FAMILY,FOR_SALE,House for sale,1300000.0,1316843,,10900,4,4.0,4058,,,,-1,129 days on Zillow,DAYS_ON,20178927,20178927,https://www.zillow.com/homedetails/21218-Chase-St-Canoga-Park-CA-91304/20178927_zpid/
"109 S Crescent Heights Blvd, Los Angeles, CA 90048",90048,SINGLE_FAMILY,FOR_SALE,House for sale,1800000.0,1760000,,5997,3,2.0,2035,,,,-1,129 days on Zillow,DAYS_ON,20777075,20777075,https://www.zillow.com/homedetails/109-S-Crescent-Heights-Blvd-Los-Angeles-CA-90048/20777075_zpid/
"5889 Brentwood St, Los Angeles, CA 90003",90003,SINGLE_FAMILY,FOR_SALE,House for sale,549000.0,549002,,3349,4,2.0,1959,,"$91,000 (Dec 21)",-91000,-1,"$91,000 (Dec 21)",PRICE_REDUCTION,20929614,20929614,https://www.zillow.com/homedetails/5889-Brentwood-St-Los-Angeles-CA-90003/20929614_zpid/
"6057 Tujunga Ave, North Hollywood, CA 91606",91606,SINGLE_FAMILY,FOR_SALE,House for sale,1399000.0,1419275,,3850,3,2.0,1252,,,,-1,129 days on Zillow,DAYS_ON,20012241,20012241,https://www.zillow.com/homedetails/6057-Tujunga-Ave-North-Hollywood-CA-91606/20012241_zpid/
"2945 Manning Ave, Los Angeles, CA 90064",90064,SINGLE_FAMILY,FOR_SALE,House for sale,1900000.0,1900158,,6639,2,2.0,2070,,"$50,000 (Oct 27)",-50000,-1,3D Tour,3D_HOME,20499777,20499777,https://www.zillow.com/homedetails/2945-Manning-Ave-Los-Angeles-CA-90064/20499777_zpid/
"1819 Veteran Ave, Los Angeles, CA 90025",90025,SINGLE_FAMILY,FOR_SALE,House for sale,1599000.0,1577590,,5652,3,4.0,1701,,,,-1,129 days on Zillow,DAYS_ON,20502800,20502800,https://www.zillow.com/homedetails/1819-Veteran-Ave-Los-Angeles-CA-90025/20502800_zpid/
