address,zipcode,type,status,other_status,price,last_sold_price,tax_assessed_value,tax_assessed_year,mortgage_rate,propert_tax_rate,zestimate,festimate,rent_zestimate,beds,baths,area,year,reduction,days_on_zillow,extra_info,extra_info_type,zpid,id,link
"3405 Lewis Ct, Orlando, FL 32805",32805,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,160332.0,51000,56666,2018,4.062,1.09,160332,160332,1400,3,2.0,,1951,,52,52 days on Zillow,DAYS_ON,46246496,46246496,https://www.zillow.com/homedetails/3405-Lewis-Ct-Orlando-FL-32805/46246496_zpid/
"522 Baron Rd, Orlando, FL 32828",32828,LOT,FOR_SALE,Lot / Land for sale,72999.0,,88000,2018,4.681,1.09,,,,,,,-1,"$5,000 (Jan 17)",53,"$5,000 (Jan 17)",PRICE_REDUCTION,99699045,99699045,https://www.zillow.com/homedetails/522-Baron-Rd-Orlando-FL-32828/99699045_zpid/
"1504 W Miller Ave, Orlando, FL 32805",32805,SINGLE_FAMILY,FOR_SALE,House for sale,82000.0,68000,25619,2018,4.681,1.09,77335,77335,1000,1,1.0,540,1958,"$3,000 (Jan 14)",53,"$3,000 (Jan 14)",PRICE_REDUCTION,46048190,46048190,https://www.zillow.com/homedetails/1504-W-Miller-Ave-Orlando-FL-32805/46048190_zpid/
"Edgewater Dr, Orlando, FL 32810",32810,LOT,FOR_SALE,Lot / Land for sale,59900.0,,8500,2018,4.681,1.09,,,,,,,-1,,53,53 days on Zillow,DAYS_ON,99761307,99761307,https://www.zillow.com/homedetails/Edgewater-Dr-Orlando-FL-32810/99761307_zpid/
"4987 Santa Rosa Dr, Orlando, FL 32807",32807,LOT,FOR_SALE,Lot / Land for sale,125000.0,,,,4.681,1.09,,,1200,,,,-1,,53,53 days on Zillow,DAYS_ON,2081916377,2081916377,https://www.zillow.com/homedetails/4987-Santa-Rosa-Dr-Orlando-FL-32807/2081916377_zpid/
"4995 Santa Rosa Dr, Orlando, FL 32807",32807,LOT,FOR_SALE,Lot / Land for sale,100000.0,,,,4.681,1.09,,,1200,,,,-1,,53,53 days on Zillow,DAYS_ON,2081916426,2081916426,https://www.zillow.com/homedetails/4995-Santa-Rosa-Dr-Orlando-FL-32807/2081916426_zpid/
"708 S Solandra Dr, Orlando, FL 32807",32807,SINGLE_FAMILY,FOR_SALE,House for sale,179900.0,139000,116304,2018,4.062,1.09,174982,174982,1250,2,1.0,897,1958,"$5,100 (Jan 8)",53,"$5,100 (Jan 8)",PRICE_REDUCTION,46247993,46247993,https://www.zillow.com/homedetails/708-S-Solandra-Dr-Orlando-FL-32807/46247993_zpid/
"14414 Sussex Dr, Orlando, FL 32826",32826,SINGLE_FAMILY,FOR_SALE,House for sale,189000.0,141500,132697,2018,4.062,1.09,187765,187765,1380,2,2.0,1320,1958,,55,Open: Sat. 2-5pm,OPEN_HOUSE,46102310,46102310,https://www.zillow.com/homedetails/14414-Sussex-Dr-Orlando-FL-32826/46102310_zpid/
"707 S Goldwyn Ave, Orlando, FL 32805",32805,LOT,FOR_SALE,Lot / Land for sale,150000.0,,,,4.062,1.09,,,1200,,,,-1,,56,56 days on Zillow,DAYS_ON,2081932484,2081932484,https://www.zillow.com/homedetails/707-S-Goldwyn-Ave-Orlando-FL-32805/2081932484_zpid/
"1935 Conway Rd # 7, Orlando, FL 32812",32812,CONDO,FOR_SALE,Condo for sale,83000.0,,,,4.681,1.09,79853,79853,1119,1,1.0,695,1969,"$2,000 (Dec 30)",56,"$2,000 (Dec 30)",PRICE_REDUCTION,2081932542,2081932542,https://www.zillow.com/homedetails/1935-Conway-Rd-7-Orlando-FL-32812/2081932542_zpid/
"4512 Commander Dr APT 1734, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,110000.0,76000,62600,2018,4.681,1.09,106817,106817,1100,2,1.0,934,1990,,56,56 days on Zillow,DAYS_ON,71092732,71092732,https://www.zillow.com/homedetails/4512-Commander-Dr-APT-1734-Orlando-FL-32822/71092732_zpid/
"970 E Michigan St APT B, Orlando, FL 32806",32806,CONDO,FOR_SALE,Condo for sale,139900.0,110000,102200,2018,4.062,1.09,133947,133947,1367,3,2.0,1279,1973,"$3,350 (Jan 4)",56,"$3,350 (Jan 4)",PRICE_REDUCTION,46034787,46034787,https://www.zillow.com/homedetails/970-E-Michigan-St-APT-B-Orlando-FL-32806/46034787_zpid/
"716 20th St, Orlando, FL 32805",32805,SINGLE_FAMILY,FOR_SALE,House for sale,139990.0,52000,25772,2018,4.062,1.09,132186,132186,1228,2,1.0,764,1928,"$10,000 (Jan 4)",56,"$10,000 (Jan 4)",PRICE_REDUCTION,60326991,60326991,https://www.zillow.com/homedetails/716-20th-St-Orlando-FL-32805/60326991_zpid/
"4503 Evers Pl, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,146807.0,11700,82899,2018,4.062,1.09,146807,146807,1300,3,1.0,,1967,,56,56 days on Zillow,DAYS_ON,46064175,46064175,https://www.zillow.com/homedetails/4503-Evers-Pl-Orlando-FL-32811/46064175_zpid/
"1134 Delphinium Dr, Orlando, FL 32825",32825,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,189125.0,60000,112167,2018,4.062,1.09,189125,189125,1295,3,1.0,1148,1961,,56,56 days on Zillow,DAYS_ON,46162587,46162587,https://www.zillow.com/homedetails/1134-Delphinium-Dr-Orlando-FL-32825/46162587_zpid/
"13018 Island Breeze Ct, Orlando, FL 32824",32824,TOWNHOUSE,FOR_SALE,Townhouse for sale,192900.0,158900,139638,2018,4.062,1.09,187781,187781,1550,3,2.0,1341,2005,,57,57 days on Zillow,DAYS_ON,71056483,71056483,https://www.zillow.com/homedetails/13018-Island-Breeze-Ct-Orlando-FL-32824/71056483_zpid/
"1100 Delaney Ave APT F106, Orlando, FL 32806",32806,CONDO,FOR_SALE,Condo for sale,190000.0,135000,112700,2018,4.062,1.09,185951,185951,1250,1,1.0,751,1964,,57,57 days on Zillow,DAYS_ON,63399698,63399698,https://www.zillow.com/homedetails/1100-Delaney-Ave-APT-F106-Orlando-FL-32806/63399698_zpid/
"12212 Wild Iris Way APT 106, Orlando, FL 32837",32837,CONDO,FOR_SALE,Condo for sale,150000.0,164000,116400,2018,4.062,1.09,146601,146601,1195,1,1.0,895,2001,,57,57 days on Zillow,DAYS_ON,71074493,71074493,https://www.zillow.com/homedetails/12212-Wild-Iris-Way-APT-106-Orlando-FL-32837/71074493_zpid/
"7501 Edgewater Dr, Orlando, FL 32810",32810,SINGLE_FAMILY,FOR_SALE,House for sale,159900.0,,79048,2018,4.062,1.09,156224,156224,1400,4,2.0,1072,1925,,57,Video Walkthrough,VIDEO_WALKTHROUGH,46237482,46237482,https://www.zillow.com/homedetails/7501-Edgewater-Dr-Orlando-FL-32810/46237482_zpid/
"4308 S Kirkman Rd UNIT 1704, Orlando, FL 32811",32811,CONDO,FOR_SALE,Condo for sale,135500.0,90000,85400,2018,4.062,1.09,128115,128115,1300,2,2.0,1042,1997,"$2,500 (Jan 12)",57,"$2,500 (Jan 12)",PRICE_REDUCTION,71072701,71072701,https://www.zillow.com/homedetails/4308-S-Kirkman-Rd-UNIT-1704-Orlando-FL-32811/71072701_zpid/
"1096 Alicante Ave, Orlando, FL 32807",32807,TOWNHOUSE,FOR_SALE,Townhouse for sale,159900.0,,98074,2018,4.062,1.09,158299,158299,1275,2,2.0,953,1981,$100 (Nov 30),57,$100 (Nov 30),PRICE_REDUCTION,46253741,46253741,https://www.zillow.com/homedetails/1096-Alicante-Ave-Orlando-FL-32807/46253741_zpid/
"5132 Conroy Rd # 18, Orlando, FL 32811",32811,CONDO,FOR_SALE,Condo for sale,145000.0,95000,94000,2018,4.062,1.09,139441,139441,1400,3,2.0,1237,1988,,57,57 days on Zillow,DAYS_ON,71084729,71084729,https://www.zillow.com/homedetails/5132-Conroy-Rd-18-Orlando-FL-32811/71084729_zpid/
"608 18th St, Orlando, FL 32805",32805,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,146293.0,,67509,2018,4.062,1.09,146293,146293,1335,3,1.5,,1971,,57,57 days on Zillow,DAYS_ON,46047276,46047276,https://www.zillow.com/homedetails/608-18th-St-Orlando-FL-32805/46047276_zpid/
"5701 Gatlin Ave APT 111, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,119000.0,79500,62600,2018,4.681,1.09,115004,115004,1195,2,1.0,934,1990,,58,58 days on Zillow,DAYS_ON,71092459,71092459,https://www.zillow.com/homedetails/5701-Gatlin-Ave-APT-111-Orlando-FL-32822/71092459_zpid/
"12311 Lantana Park Ln APT 104, Orlando, FL 32837",32837,CONDO,PRE_FORECLOSURE,Pre-foreclosure,142774.0,190900,111500,2018,4.062,1.09,142774,142774,1200,1,1.0,858,2001,,58,58 days on Zillow,DAYS_ON,71089012,71089012,https://www.zillow.com/homedetails/12311-Lantana-Park-Ln-APT-104-Orlando-FL-32837/71089012_zpid/
"4528 Commander Dr APT 2015, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,103000.0,59000,62600,2018,4.681,1.09,96526,96526,1100,2,1.0,934,1990,"$4,000 (Jan 14)",59,"$4,000 (Jan 14)",PRICE_REDUCTION,71092776,71092776,https://www.zillow.com/homedetails/4528-Commander-Dr-APT-2015-Orlando-FL-32822/71092776_zpid/
"10161 Moultree Ct, Orlando, FL 32817",32817,SINGLE_FAMILY,FOR_SALE,House for sale,200000.0,93000,117321,2018,4.062,1.09,191475,191475,1450,3,1.5,1292,1975,"$5,000 (Jan 10)",59,Open: Fri. 8am-9pm,OPEN_HOUSE,46083110,46083110,https://www.zillow.com/homedetails/10161-Moultree-Ct-Orlando-FL-32817/46083110_zpid/
"525 Conway Rd APT 220, Orlando, FL 32807",32807,CONDO,FOR_SALE,Condo for sale,93500.0,44900,57900,2018,4.681,1.09,89870,89870,1200,2,1.0,965,1968,,59,59 days on Zillow,DAYS_ON,46242108,46242108,https://www.zillow.com/homedetails/525-Conway-Rd-APT-220-Orlando-FL-32807/46242108_zpid/
"1833 Warringwood Dr # C, Orlando, FL 32839",32839,CONDO,FOR_SALE,Condo for sale,79900.0,,,,4.681,1.09,76704,76704,1350,2,3.0,1211,1974,,59,59 days on Zillow,DAYS_ON,2083425018,2083425018,https://www.zillow.com/homedetails/1833-Warringwood-Dr-C-Orlando-FL-32839/2083425018_zpid/
"4162 White Pine Ave # 3, Orlando, FL 32811",32811,CONDO,FOR_SALE,Condo for sale,118000.0,76000,68200,2018,4.681,1.09,89333,89333,1225,2,2.0,909,1980,"$3,000 (Dec 25)",59,"$3,000 (Dec 25)",PRICE_REDUCTION,46076115,46076115,https://www.zillow.com/homedetails/4162-White-Pine-Ave-3-Orlando-FL-32811/46076115_zpid/
"8236 Curry Ford Rd, Orlando, FL 32822",32822,LOT,PRE_FORECLOSURE,Pre-foreclosure,,65000,55000,2018,4.681,1.09,,,,0,,,-1,,59,59 days on Zillow,DAYS_ON,125471903,125471903,https://www.zillow.com/homedetails/8236-Curry-Ford-Rd-Orlando-FL-32822/125471903_zpid/
"6434 Cava Alta Dr UNIT 308, Orlando, FL 32835",32835,CONDO,PRE_FORECLOSURE,Pre-foreclosure / Auction,168438.0,201900,116000,2018,4.062,1.09,168438,168438,1560,3,2.0,1247,2005,,59,59 days on Zillow,DAYS_ON,71079525,71079525,https://www.zillow.com/homedetails/6434-Cava-Alta-Dr-UNIT-308-Orlando-FL-32835/71079525_zpid/
"3212 Candle Ridge Dr # 202, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,165000.0,65000,99900,2018,4.062,1.09,161852,161852,1300,2,2.0,934,1981,,60,60 days on Zillow,DAYS_ON,46050747,46050747,https://www.zillow.com/homedetails/3212-Candle-Ridge-Dr-202-Orlando-FL-32822/46050747_zpid/
"4773 Piedmont Ct, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,145808.0,,87899,2018,4.062,1.09,145808,145808,1250,4,1.5,,1973,,60,60 days on Zillow,DAYS_ON,46239941,46239941,https://www.zillow.com/homedetails/4773-Piedmont-Ct-Orlando-FL-32811/46239941_zpid/
"9512 8th Ave, Orlando, FL 32824",32824,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,200680.0,168000,160488,2018,4.062,1.09,200680,200680,1495,3,2.0,1208,2017,,60,Video Walkthrough,VIDEO_WALKTHROUGH,46037110,46037110,https://www.zillow.com/homedetails/9512-8th-Ave-Orlando-FL-32824/46037110_zpid/
"165 Creekside Way, Orlando, FL 32824",32824,SINGLE_FAMILY,FOR_SALE,House for sale,125000.0,32000,78963,2018,4.681,1.09,121606,121606,1243,1,1.0,703,1986,"$20,000 (Nov 25)",62,"$20,000 (Nov 25)",PRICE_REDUCTION,46190968,46190968,https://www.zillow.com/homedetails/165-Creekside-Way-Orlando-FL-32824/46190968_zpid/
"629 Delaney Ave APT 17, Orlando, FL 32801",32801,CONDO,FOR_SALE,Condo for sale,132000.0,89000,83800,2018,4.062,1.09,130796,130796,1150,1,1.0,625,1974,,62,62 days on Zillow,DAYS_ON,71084237,71084237,https://www.zillow.com/homedetails/629-Delaney-Ave-APT-17-Orlando-FL-32801/71084237_zpid/
"2860 Autumn Green Dr, Orlando, FL 32822",32822,SINGLE_FAMILY,FOR_SALE,House for sale,195900.0,182500,136786,2018,4.062,1.09,192396,192396,1497,3,2.0,1358,1981,"$4,000 (Dec 11)",63,"$4,000 (Dec 11)",PRICE_REDUCTION,46048662,46048662,https://www.zillow.com/homedetails/2860-Autumn-Green-Dr-Orlando-FL-32822/46048662_zpid/
"2751 L B Mcleod Rd APT D, Orlando, FL 32805",32805,CONDO,FOR_SALE,Condo for sale,67000.0,22000,40100,2018,4.681,1.09,62654,62654,1275,3,2.0,1338,1973,,63,63 days on Zillow,DAYS_ON,82076010,82076010,https://www.zillow.com/homedetails/2751-L-B-Mcleod-Rd-APT-D-Orlando-FL-32805/82076010_zpid/
"804 Rugby St # 804, Orlando, FL 32804",32804,CONDO,FOR_SALE,Condo for sale,165000.0,,,,4.062,1.09,160059,160059,1295,2,1.0,779,1964,,63,63 days on Zillow,DAYS_ON,2082009584,2082009584,https://www.zillow.com/homedetails/804-Rugby-St-804-Orlando-FL-32804/2082009584_zpid/
"6925 Gibraltar Rd, Orlando, FL 32822",32822,MANUFACTURED,FOR_SALE,Home for sale,129900.0,6500,41713,2018,4.062,1.09,123967,123967,1250,3,2.0,960,1983,,63,63 days on Zillow,DAYS_ON,46134484,46134484,https://www.zillow.com/homedetails/6925-Gibraltar-Rd-Orlando-FL-32822/46134484_zpid/
"151 E Washington St UNIT 309, Orlando, FL 32801",32801,CONDO,FOR_SALE,Condo for sale,155000.0,39200,81505,2018,4.062,1.09,149525,149525,1150,1,1.0,554,1963,,63,63 days on Zillow,DAYS_ON,64612684,64612684,https://www.zillow.com/homedetails/151-E-Washington-St-UNIT-309-Orlando-FL-32801/64612684_zpid/
"5017 City St APT 1938, Orlando, FL 32839",32839,CONDO,FOR_SALE,Condo for sale,109900.0,46900,63700,2018,4.681,1.09,107038,107038,1050,1,1.0,650,1997,,63,63 days on Zillow,DAYS_ON,71085344,71085344,https://www.zillow.com/homedetails/5017-City-St-APT-1938-Orlando-FL-32839/71085344_zpid/
"1815 Rock Lake Dr, Orlando, FL 32805",32805,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,193757.0,25000,96976,2018,4.062,1.09,193757,193757,1400,3,2.0,,1960,,63,63 days on Zillow,DAYS_ON,46209849,46209849,https://www.zillow.com/homedetails/1815-Rock-Lake-Dr-Orlando-FL-32805/46209849_zpid/
"7803 Brentwood Dr, Orlando, FL 32822",32822,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,135757.0,67500,65823,2018,4.062,1.09,135757,135757,1200,2,1.0,,1959,,63,63 days on Zillow,DAYS_ON,46185201,46185201,https://www.zillow.com/homedetails/7803-Brentwood-Dr-Orlando-FL-32822/46185201_zpid/
"804 Park Villa Cir, Orlando, FL 32824",32824,TOWNHOUSE,PRE_FORECLOSURE,Pre-foreclosure,154525.0,39900,96494,2018,4.062,1.09,154525,154525,1300,2,2.0,990,1987,,63,63 days on Zillow,DAYS_ON,46192156,46192156,https://www.zillow.com/homedetails/804-Park-Villa-Cir-Orlando-FL-32824/46192156_zpid/
"743 Quill Ave, Orlando, FL 32805",32805,SINGLE_FAMILY,FOR_SALE,House for sale,120000.0,35000,33440,2018,4.681,1.09,114478,114478,1250,3,1.0,1080,1926,,64,64 days on Zillow,DAYS_ON,46259675,46259675,https://www.zillow.com/homedetails/743-Quill-Ave-Orlando-FL-32805/46259675_zpid/
"5451 Vineland Rd APT 2307, Orlando, FL 32811",32811,CONDO,FOR_SALE,Condo for sale,134900.0,42700,79500,2018,4.062,1.09,130637,130637,1050,1,1.0,723,2000,,64,64 days on Zillow,DAYS_ON,66194300,66194300,https://www.zillow.com/homedetails/5451-Vineland-Rd-APT-2307-Orlando-FL-32811/66194300_zpid/
"2776 Curry Ford Rd UNIT B, Orlando, FL 32806",32806,CONDO,FOR_SALE,Condo for sale,130000.0,,,,4.062,1.09,121901,121901,1250,2,1.0,927,1974,"$8,000 (Jan 15)",64,Video Walkthrough,VIDEO_WALKTHROUGH,2082021988,2082021988,https://www.zillow.com/homedetails/2776-Curry-Ford-Rd-UNIT-B-Orlando-FL-32806/2082021988_zpid/
"4707 Chevy Pl # 131A2, Orlando, FL 32811",32811,CONDO,FOR_SALE,Condo for sale,135000.0,,,,4.062,1.09,131768,131768,1195,2,1.0,876,1984,,64,64 days on Zillow,DAYS_ON,2082027120,2082027120,https://www.zillow.com/homedetails/4707-Chevy-Pl-131A2-Orlando-FL-32811/2082027120_zpid/
"3719 South Lk # 6, Orlando, FL 32808",32808,CONDO,FOR_SALE,Condo for sale,180000.0,,,,4.062,1.09,176070,176070,1467,3,3.0,1398,2009,,64,64 days on Zillow,DAYS_ON,2082028845,2082028845,https://www.zillow.com/homedetails/3719-South-Lk-6-Orlando-FL-32808/2082028845_zpid/
"2866 Wild Horse Rd, Orlando, FL 32822",32822,MANUFACTURED,FOR_SALE,For sale by owner,58000.0,,,,4.681,1.09,86305,86305,1249,2,2.0,784,2013,,66,66 days on Zillow,DAYS_ON,2113691310,2113691310,https://www.zillow.com/homedetails/2866-Wild-Horse-Rd-Orlando-FL-32822/2113691310_zpid/
"1605 E Crystal Lake Ave, Orlando, FL 32806",32806,SINGLE_FAMILY,FOR_SALE,House for sale,146000.0,110800,99835,2018,4.062,1.09,139406,139406,1200,2,1.0,756,1965,"$4,000 (Jan 15)",66,"$4,000 (Jan 15)",PRICE_REDUCTION,46070960,46070960,https://www.zillow.com/homedetails/1605-E-Crystal-Lake-Ave-Orlando-FL-32806/46070960_zpid/
"8630 Buccilli Dr APT 305, Orlando, FL 32829",32829,CONDO,FOR_SALE,Condo for sale,175000.0,194700,122500,2018,4.062,1.09,171793,171793,1450,3,2.0,1408,2005,,66,66 days on Zillow,DAYS_ON,71093545,71093545,https://www.zillow.com/homedetails/8630-Buccilli-Dr-APT-305-Orlando-FL-32829/71093545_zpid/
"4548 Commander Dr APT 1411, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,118000.0,28500,67200,2018,4.681,1.09,115027,115027,1200,2,2.0,1101,1990,,66,66 days on Zillow,DAYS_ON,71092668,71092668,https://www.zillow.com/homedetails/4548-Commander-Dr-APT-1411-Orlando-FL-32822/71092668_zpid/
"1020 Alfred Dr, Orlando, FL 32810",32810,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,189631.0,72800,134421,2018,4.062,1.09,189631,189631,1349,3,2.0,,1969,,66,66 days on Zillow,DAYS_ON,46044878,46044878,https://www.zillow.com/homedetails/1020-Alfred-Dr-Orlando-FL-32810/46044878_zpid/
"6954 Longmeade Ln # 2, Orlando, FL 32822",32822,MULTI_FAMILY,FOR_SALE,Apartment for sale,178900.0,,,,4.062,1.09,169391,169391,1350,3,2.0,1256,1983,"$1,000 (Jan 13)",67,"$1,000 (Jan 13)",PRICE_REDUCTION,2082059706,2082059706,https://www.zillow.com/homedetails/6954-Longmeade-Ln-2-Orlando-FL-32822/2082059706_zpid/
"314 N Buena Vista Ave, Orlando, FL 32835",32835,SINGLE_FAMILY,FOR_SALE,House for sale,139900.0,100000,77256,2018,4.062,1.09,134896,134896,1250,2,1.0,1204,1959,"$5,000 (Jan 17)",67,"$5,000 (Jan 17)",PRICE_REDUCTION,46194889,46194889,https://www.zillow.com/homedetails/314-N-Buena-Vista-Ave-Orlando-FL-32835/46194889_zpid/
"2112 Lee St, Orlando, FL 32805",32805,SINGLE_FAMILY,FOR_SALE,House for sale,121500.0,18000,48914,2018,4.681,1.09,116328,116328,1349,6,2.0,1171,1955,"$7,500 (Dec 5)",67,"$7,500 (Dec 5)",PRICE_REDUCTION,82079850,82079850,https://www.zillow.com/homedetails/2112-Lee-St-Orlando-FL-32805/82079850_zpid/
"12157 Sandal Creek Way, Orlando, FL 32824",32824,SINGLE_FAMILY,FOR_SALE,House for sale,160000.0,95000,94659,2018,4.062,1.09,155642,156204,1202,2,2.0,954,1986,,67,67 days on Zillow,DAYS_ON,46191016,46191016,https://www.zillow.com/homedetails/12157-Sandal-Creek-Way-Orlando-FL-32824/46191016_zpid/
"4270 Lake Underhill Rd # 103, Orlando, FL 32803",32803,CONDO,FOR_SALE,Condo for sale,164900.0,,,,4.062,1.09,158259,162180,1550,2,2.0,1400,1969,,67,67 days on Zillow,DAYS_ON,2099815067,2099815067,https://www.zillow.com/homedetails/4270-Lake-Underhill-Rd-103-Orlando-FL-32803/2099815067_zpid/
"8925 Lee Vista Blvd APT 2708, Orlando, FL 32829",32829,CONDO,PRE_FORECLOSURE,Pre-foreclosure,113549.0,100000,64400,2018,4.681,1.09,113549,113549,1100,1,1.0,495,2003,,67,67 days on Zillow,DAYS_ON,71093423,71093423,https://www.zillow.com/homedetails/8925-Lee-Vista-Blvd-APT-2708-Orlando-FL-32829/71093423_zpid/
"100 S Cottage Hill Rd, Orlando, FL 32805",32805,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,181939.0,120000,103299,2018,4.062,1.09,181939,181939,1502,4,2.0,,1975,,67,67 days on Zillow,DAYS_ON,46217514,46217514,https://www.zillow.com/homedetails/100-S-Cottage-Hill-Rd-Orlando-FL-32805/46217514_zpid/
"12074 Tift Cir, Orlando, FL 32826",32826,TOWNHOUSE,FOR_SALE,Townhouse for sale,149000.0,50000,95220,2018,4.062,1.09,145979,145979,1200,2,3.0,960,1984,,68,68 days on Zillow,DAYS_ON,46131548,46131548,https://www.zillow.com/homedetails/12074-Tift-Cir-Orlando-FL-32826/46131548_zpid/
"1928 Conway Rd APT 41, Orlando, FL 32812",32812,CONDO,FOR_SALE,Condo for sale,87000.0,49750,44600,2018,4.681,1.09,82374,82374,995,1,1.0,825,1970,,68,68 days on Zillow,DAYS_ON,71091524,71091524,https://www.zillow.com/homedetails/1928-Conway-Rd-APT-41-Orlando-FL-32812/71091524_zpid/
"6411 Bywood Rd, Orlando, FL 32810",32810,SINGLE_FAMILY,FOR_SALE,House for sale,169500.0,,74983,2018,4.062,1.09,,,1400,3,1.0,1141,1959,,69,69 days on Zillow,DAYS_ON,46238194,46238194,https://www.zillow.com/homedetails/6411-Bywood-Rd-Orlando-FL-32810/46238194_zpid/
"12344 Antonio Cir, Orlando, FL 32826",32826,MULTI_FAMILY,FOR_SALE,Apartment for sale,166000.0,95000,83790,2018,4.062,1.09,158603,158603,1250,2,2.0,899,1983,,69,69 days on Zillow,DAYS_ON,46131964,46131964,https://www.zillow.com/homedetails/12344-Antonio-Cir-Orlando-FL-32826/46131964_zpid/
"8660 Buccilli Dr APT 206, Orlando, FL 32829",32829,CONDO,FOR_SALE,Condo for sale,170900.0,156000,108600,2018,4.062,1.09,166779,166779,1425,3,2.0,1248,2005,"$2,000 (Dec 19)",69,3D Home,3D_HOME,71070814,71070814,https://www.zillow.com/homedetails/8660-Buccilli-Dr-APT-206-Orlando-FL-32829/71070814_zpid/
"3260 Candle Ridge Dr # 202, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,145000.0,110000,99900,2018,4.062,1.09,137600,137600,1300,2,2.0,934,1981,,69,69 days on Zillow,DAYS_ON,46050819,46050819,https://www.zillow.com/homedetails/3260-Candle-Ridge-Dr-202-Orlando-FL-32822/46050819_zpid/
"7604 Clubdale Loop, Orlando, FL 32810",32810,TOWNHOUSE,FOR_SALE,Townhouse for sale,165000.0,110000,104833,2018,4.062,1.09,162254,162254,1300,2,3.0,1256,2006,,69,69 days on Zillow,DAYS_ON,82096057,82096057,https://www.zillow.com/homedetails/7604-Clubdale-Loop-Orlando-FL-32810/82096057_zpid/
"5323 Goddard Ave, Orlando, FL 32810",32810,SINGLE_FAMILY,FOR_SALE,Auction,108300.0,70600,116796,2018,4.681,1.09,187470,187470,1300,3,1.0,1025,1959,,69,69 days on Zillow,DAYS_ON,46045418,46045418,https://www.zillow.com/homedetails/5323-Goddard-Ave-Orlando-FL-32810/46045418_zpid/
"1931 Cloverlawn Ave, Orlando, FL 32806",32806,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,174900.0,,114673,2018,4.062,1.09,174900,174900,1283,3,1.0,924,1956,,70,70 days on Zillow,DAYS_ON,46070849,46070849,https://www.zillow.com/homedetails/1931-Cloverlawn-Ave-Orlando-FL-32806/46070849_zpid/
"5332 Botany Ct, Orlando, FL 32811",32811,SINGLE_FAMILY,FOR_SALE,House for sale,175000.0,137550,94973,2018,4.062,1.09,175000,175000,1400,3,2.0,1176,1972,,71,71 days on Zillow,DAYS_ON,46233099,46233099,https://www.zillow.com/homedetails/5332-Botany-Ct-Orlando-FL-32811/46233099_zpid/
"715 Easy Ave, Orlando, FL 32805",32805,SINGLE_FAMILY,FOR_SALE,House for sale,135000.0,57000,6000,2018,4.062,1.09,129907,129907,,3,2.0,1000,1930,,71,71 days on Zillow,DAYS_ON,247131889,247131889,https://www.zillow.com/homedetails/715-Easy-Ave-Orlando-FL-32805/247131889_zpid/
"6333 Beggs Rd, Orlando, FL 32810",32810,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,169458.0,88400,127274,2018,4.062,1.09,169458,169458,1349,3,2.0,,1984,,71,71 days on Zillow,DAYS_ON,46193491,46193491,https://www.zillow.com/homedetails/6333-Beggs-Rd-Orlando-FL-32810/46193491_zpid/
